anime_name,character_name,gender,affiliation,role,devil_fruit,haki,fighting_style,major_arcs,school,position,school_year,special_roles,trait,question,category,difficulty,source_note
One Piece,Nekomamushi,Male,Minks,Leader,None,"Armament, Observation",Claw combat + Sulong,"Zou, Wano",,,,,fighting style claw combat + sulong,Does your character combine claw combat with a Sulong form?,fighting style,medium,User-provided One Piece table dated 2025-11-02
One Piece,Nekomamushi,Male,Minks,Leader,None,"Armament, Observation",Claw combat + Sulong,"Zou, Wano",,,,,gender male,Is your character male?,gender,easy,User-provided One Piece table dated 2025-11-02
One Piece,Nekomamushi,Male,Minks,Leader,None,"Armament, Observation",Claw combat + Sulong,"Zou, Wano",,,,,armament haki,Does your character use Armament Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Nekomamushi,Male,Minks,Leader,None,"Armament, Observation",Claw combat + Sulong,"Zou, Wano",,,,,observation haki,Does your character use Observation Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Nekomamushi,Male,Minks,Leader,None,"Armament, Observation",Claw combat + Sulong,"Zou, Wano",,,,,uses haki,Does your character use Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Nekomamushi,Male,Minks,Leader,None,"Armament, Observation",Claw combat + Sulong,"Zou, Wano",,,,,role leader,Is your character a leader?,role,easy,User-provided One Piece table dated 2025-11-02
One Piece,Nekomamushi,Male,Minks,Leader,None,"Armament, Observation",Claw combat + Sulong,"Zou, Wano",,,,,signature nekomamushi,Is your character a mink leader who uses claws and a Sulong form?,signature fact,medium,User-provided One Piece table dated 2025-11-02
One Piece,Nekomamushi,Male,Minks,Leader,None,"Armament, Observation",Claw combat + Sulong,"Zou, Wano",,,,,species mink,Is your character a mink?,species,easy,User-provided One Piece table dated 2025-11-02
One Piece,Neptune,Male,Ryugu Kingdom,king,,,trident,Fish-Man Island;Reverie,,,,,affiliation ryugu kingdom,Is your character affiliated with Ryugu Kingdom?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Neptune,Male,Ryugu Kingdom,king,,,trident,Fish-Man Island;Reverie,,,,,arc fish-man island,Is your character shown during the Fish-Man Island arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Neptune,Male,Ryugu Kingdom,king,,,trident,Fish-Man Island;Reverie,,,,,arc levely,Is your character shown during the Levely (Reverie) arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Neptune,Male,Ryugu Kingdom,king,,,trident,Fish-Man Island;Reverie,,,,,fighting style trident,Does your character use trident?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Neptune,Male,Ryugu Kingdom,king,,,trident,Fish-Man Island;Reverie,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Neptune,Male,Ryugu Kingdom,king,,,trident,Fish-Man Island;Reverie,,,,,role king,Is your character a king?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Neptune,Male,Ryugu Kingdom,king,,,trident,Fish-Man Island;Reverie,,,,,signature neptune,Is your character the coelacanth merman king who rules the Ryugu Kingdom with a trident?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Neptune,Male,Ryugu Kingdom,king,,,trident,Fish-Man Island;Reverie,,,,,species coelacanth merman,Is your character a coelacanth merman?,species,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Nico Robin,Female,Straw Hat Pirates,Archaeologist,Hana Hana no Mi,None,Clone-limb combat,"Alabasta, Wano",,,,,affiliation straw hat pirates,Is your character affiliated with Straw Hat Pirates?,affiliation,easy,User-provided One Piece table dated 2025-11-02
One Piece,Nico Robin,Female,Straw Hat Pirates,Archaeologist,Hana Hana no Mi,None,Clone-limb combat,"Alabasta, Wano",,,,,arc alabasta,Is your character shown during the Alabasta arc?,arc appearance,medium,User-provided One Piece table dated 2025-11-02
One Piece,Nico Robin,Female,Straw Hat Pirates,Archaeologist,Hana Hana no Mi,None,Clone-limb combat,"Alabasta, Wano",,,,,arc wano country,Is your character shown during the Wano Country arc?,arc appearance,medium,User-provided One Piece table dated 2025-11-02
One Piece,Nico Robin,Female,Straw Hat Pirates,Archaeologist,Hana Hana no Mi,None,Clone-limb combat,"Alabasta, Wano",,,,,devil fruit hana hana no mi,Does your character use Hana Hana no Mi?,devil fruit,medium,User-provided One Piece table dated 2025-11-02
One Piece,Nico Robin,Female,Straw Hat Pirates,Archaeologist,Hana Hana no Mi,None,Clone-limb combat,"Alabasta, Wano",,,,,devil fruit user,Does your character use a Devil Fruit?,devil fruit,easy,User-provided One Piece table dated 2025-11-02
One Piece,Nico Robin,Female,Straw Hat Pirates,Archaeologist,Hana Hana no Mi,None,Clone-limb combat,"Alabasta, Wano",,,,,has devil fruit,Does your character have a Devil Fruit power?,devil fruit,easy,User-provided One Piece table dated 2025-11-02
One Piece,Nico Robin,Female,Straw Hat Pirates,Archaeologist,Hana Hana no Mi,None,Clone-limb combat,"Alabasta, Wano",,,,,fighting style clone-limb combat,Does your character create extra limbs for combat?,fighting style,medium,User-provided One Piece table dated 2025-11-02
One Piece,Nico Robin,Female,Straw Hat Pirates,Archaeologist,Hana Hana no Mi,None,Clone-limb combat,"Alabasta, Wano",,,,,gender female,Is your character female?,gender,easy,User-provided One Piece table dated 2025-11-02
One Piece,Nico Robin,Female,Straw Hat Pirates,Archaeologist,Hana Hana no Mi,None,Clone-limb combat,"Alabasta, Wano",,,,,role archaeologist,Is your character a archaeologist?,role,easy,User-provided One Piece table dated 2025-11-02
One Piece,Nico Robin,Female,Straw Hat Pirates,Archaeologist,Hana Hana no Mi,None,Clone-limb combat,"Alabasta, Wano",,,,,signature nico robin,Is your character the Straw Hat archaeologist who uses the Hana Hana no Mi?,signature fact,medium,User-provided One Piece table dated 2025-11-02
One Piece,Nojiko,Female,Cocoyasi Village,farmer,,,,East Blue,,,,,affiliation cocoyasi village,Is your character affiliated with Cocoyasi Village?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Nojiko,Female,Cocoyasi Village,farmer,,,,East Blue,,,,,saga east blue,Is your character shown during the East Blue saga?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Nojiko,Female,Cocoyasi Village,farmer,,,,East Blue,,,,,gender female,Is your character female?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Nojiko,Female,Cocoyasi Village,farmer,,,,East Blue,,,,,role farmer,Is your character a farmer?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Nojiko,Female,Cocoyasi Village,farmer,,,,East Blue,,,,,signature nojiko,Is your character the blue-haired adoptive older sister of the Straw Hat navigator?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Oars,Male,Thriller Bark Pirates,special zombie,,,giant strength,Thriller Bark,,,,,affiliation thriller bark pirates,Is your character affiliated with Thriller Bark Pirates?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Oars,Male,Thriller Bark Pirates,special zombie,,,giant strength,Thriller Bark,,,,,arc thriller bark,Is your character shown during the Thriller Bark arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Oars,Male,Thriller Bark Pirates,special zombie,,,giant strength,Thriller Bark,,,,,fighting style giant strength,Does your character use giant strength?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Oars,Male,Thriller Bark Pirates,special zombie,,,giant strength,Thriller Bark,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Oars,Male,Thriller Bark Pirates,special zombie,,,giant strength,Thriller Bark,,,,,role special zombie,Is your character a special zombie?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Oars,Male,Thriller Bark Pirates,special zombie,,,giant strength,Thriller Bark,,,,,signature oars,Is your character the ancient giant corpse used as Thriller Bark’s special zombie?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Oars,Male,Thriller Bark Pirates,special zombie,,,giant strength,Thriller Bark,,,,,species ancient giant zombie,Is your character a ancient giant zombie?,species,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Ohm,Male,Enel Priests,priest,,Observation Haki,iron cloud sword,Skypiea,,,,,affiliation enel priests,Is your character affiliated with Enel Priests?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Ohm,Male,Enel Priests,priest,,Observation Haki,iron cloud sword,Skypiea,,,,,arc skypiea,Is your character shown during the Skypiea arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Ohm,Male,Enel Priests,priest,,Observation Haki,iron cloud sword,Skypiea,,,,,fighting style iron cloud sword,Does your character use iron cloud sword?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Ohm,Male,Enel Priests,priest,,Observation Haki,iron cloud sword,Skypiea,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Ohm,Male,Enel Priests,priest,,Observation Haki,iron cloud sword,Skypiea,,,,,observation haki,Does your character use Observation Haki?,haki,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Ohm,Male,Enel Priests,priest,,Observation Haki,iron cloud sword,Skypiea,,,,,uses haki,Does your character use Haki?,haki,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Ohm,Male,Enel Priests,priest,,Observation Haki,iron cloud sword,Skypiea,,,,,role priest,Is your character a priest?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Ohm,Male,Enel Priests,priest,,Observation Haki,iron cloud sword,Skypiea,,,,,signature ohm,Is your character the Skypiean priest who uses an iron-cloud sword and travels with a large dog?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Ohm,Male,Enel Priests,priest,,Observation Haki,iron cloud sword,Skypiea,,,,,species skypiean,Is your character a Skypiean?,species,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pagaya,Male,Skypiea,inventor,,,dial engineering,Skypiea,,,,,affiliation skypiea,Is your character affiliated with Skypiea?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pagaya,Male,Skypiea,inventor,,,dial engineering,Skypiea,,,,,arc skypiea,Is your character shown during the Skypiea arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pagaya,Male,Skypiea,inventor,,,dial engineering,Skypiea,,,,,fighting style dial engineering,Does your character use dial engineering?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pagaya,Male,Skypiea,inventor,,,dial engineering,Skypiea,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pagaya,Male,Skypiea,inventor,,,dial engineering,Skypiea,,,,,role inventor,Is your character a inventor?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pagaya,Male,Skypiea,inventor,,,dial engineering,Skypiea,,,,,signature pagaya,Is your character the Skypiean inventor and father of the harp-playing woman?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pagaya,Male,Skypiea,inventor,,,dial engineering,Skypiea,,,,,species skypiean,Is your character a Skypiean?,species,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pappag,Male,Criminal brand,fashion designer,,,fashion design,Sabaody;Fish-Man Island,,,,,affiliation criminal brand,Is your character affiliated with Criminal brand?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pappag,Male,Criminal brand,fashion designer,,,fashion design,Sabaody;Fish-Man Island,,,,,arc fish-man island,Is your character shown during the Fish-Man Island arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pappag,Male,Criminal brand,fashion designer,,,fashion design,Sabaody;Fish-Man Island,,,,,arc sabaody archipelago,Is your character shown during the Sabaody Archipelago arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pappag,Male,Criminal brand,fashion designer,,,fashion design,Sabaody;Fish-Man Island,,,,,fighting style fashion design,Does your character use fashion design?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pappag,Male,Criminal brand,fashion designer,,,fashion design,Sabaody;Fish-Man Island,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pappag,Male,Criminal brand,fashion designer,,,fashion design,Sabaody;Fish-Man Island,,,,,role fashion designer,Is your character a fashion designer?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pappag,Male,Criminal brand,fashion designer,,,fashion design,Sabaody;Fish-Man Island,,,,,signature pappag,Is your character the talking starfish who owns the Criminal fashion brand?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pappag,Male,Criminal brand,fashion designer,,,fashion design,Sabaody;Fish-Man Island,,,,,species starfish,Is your character a starfish?,species,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Patty,Male,Baratie,cook,,,kitchen combat,Baratie,,,,,affiliation baratie,Is your character affiliated with Baratie?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Patty,Male,Baratie,cook,,,kitchen combat,Baratie,,,,,arc baratie,Is your character shown during the Baratie arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Patty,Male,Baratie,cook,,,kitchen combat,Baratie,,,,,fighting style kitchen combat,Does your character use kitchen combat?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Patty,Male,Baratie,cook,,,kitchen combat,Baratie,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Patty,Male,Baratie,cook,,,kitchen combat,Baratie,,,,,role cook,Is your character a cook?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Patty,Male,Baratie,cook,,,kitchen combat,Baratie,,,,,signature patty,Is your character the muscular Baratie cook with a tall chef hat and a mustache?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Paulie,Male,Galley-La Company,shipwright foreman,,,rope action,Water 7;Enies Lobby,,,,,affiliation galley-la company,Is your character affiliated with Galley-La Company?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Paulie,Male,Galley-La Company,shipwright foreman,,,rope action,Water 7;Enies Lobby,,,,,arc enies lobby,Is your character shown during the Enies Lobby arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Paulie,Male,Galley-La Company,shipwright foreman,,,rope action,Water 7;Enies Lobby,,,,,arc water 7,Is your character shown during the Water 7 arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Paulie,Male,Galley-La Company,shipwright foreman,,,rope action,Water 7;Enies Lobby,,,,,fighting style rope action,Does your character use rope action?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Paulie,Male,Galley-La Company,shipwright foreman,,,rope action,Water 7;Enies Lobby,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Paulie,Male,Galley-La Company,shipwright foreman,,,rope action,Water 7;Enies Lobby,,,,,role shipwright foreman,Is your character a shipwright foreman?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Paulie,Male,Galley-La Company,shipwright foreman,,,rope action,Water 7;Enies Lobby,,,,,signature paulie,Is your character the Galley-La foreman who fights using long ropes?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pell,Male,Arabasta Kingdom,royal guard,Tori Tori no Mi: Model Falcon,,falcon transformation,Alabasta,,,,,affiliation arabasta kingdom,Is your character affiliated with Arabasta Kingdom?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pell,Male,Arabasta Kingdom,royal guard,Tori Tori no Mi: Model Falcon,,falcon transformation,Alabasta,,,,,arc alabasta,Is your character shown during the Alabasta arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pell,Male,Arabasta Kingdom,royal guard,Tori Tori no Mi: Model Falcon,,falcon transformation,Alabasta,,,,,devil fruit tori tori no mi: model falcon,Does your character use Tori Tori no Mi: Model Falcon?,devil fruit,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pell,Male,Arabasta Kingdom,royal guard,Tori Tori no Mi: Model Falcon,,falcon transformation,Alabasta,,,,,devil fruit user,Does your character use a Devil Fruit?,devil fruit,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pell,Male,Arabasta Kingdom,royal guard,Tori Tori no Mi: Model Falcon,,falcon transformation,Alabasta,,,,,has devil fruit,Does your character have a Devil Fruit power?,devil fruit,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pell,Male,Arabasta Kingdom,royal guard,Tori Tori no Mi: Model Falcon,,falcon transformation,Alabasta,,,,,fighting style falcon transformation,Does your character use falcon transformation?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pell,Male,Arabasta Kingdom,royal guard,Tori Tori no Mi: Model Falcon,,falcon transformation,Alabasta,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pell,Male,Arabasta Kingdom,royal guard,Tori Tori no Mi: Model Falcon,,falcon transformation,Alabasta,,,,,role royal guard,Is your character a royal guard?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pell,Male,Arabasta Kingdom,royal guard,Tori Tori no Mi: Model Falcon,,falcon transformation,Alabasta,,,,,signature pell,Is your character an Arabasta royal guard who transforms into a falcon?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Penguin,Male,Heart Pirates,pirate crew member,,,underwater combat,Sabaody;Wano,,,,,affiliation heart pirates,Is your character affiliated with Heart Pirates?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Penguin,Male,Heart Pirates,pirate crew member,,,underwater combat,Sabaody;Wano,,,,,arc sabaody archipelago,Is your character shown during the Sabaody Archipelago arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Penguin,Male,Heart Pirates,pirate crew member,,,underwater combat,Sabaody;Wano,,,,,arc wano country,Is your character shown during the Wano Country arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Penguin,Male,Heart Pirates,pirate crew member,,,underwater combat,Sabaody;Wano,,,,,fighting style underwater combat,Does your character use underwater combat?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Penguin,Male,Heart Pirates,pirate crew member,,,underwater combat,Sabaody;Wano,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Penguin,Male,Heart Pirates,pirate crew member,,,underwater combat,Sabaody;Wano,,,,,role pirate crew member,Is your character a pirate crew member?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Penguin,Male,Heart Pirates,pirate crew member,,,underwater combat,Sabaody;Wano,,,,,signature penguin,Is your character the Heart Pirates member whose name is also the name of a black-and-white seabird?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Perona,Female,Thriller Bark Pirates,pirate officer,Horo Horo no Mi,,ghost creation,Thriller Bark;Egghead,,,,,affiliation thriller bark pirates,Is your character affiliated with Thriller Bark Pirates?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Perona,Female,Thriller Bark Pirates,pirate officer,Horo Horo no Mi,,ghost creation,Thriller Bark;Egghead,,,,,arc egghead,Is your character shown during the Egghead arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Perona,Female,Thriller Bark Pirates,pirate officer,Horo Horo no Mi,,ghost creation,Thriller Bark;Egghead,,,,,arc thriller bark,Is your character shown during the Thriller Bark arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Perona,Female,Thriller Bark Pirates,pirate officer,Horo Horo no Mi,,ghost creation,Thriller Bark;Egghead,,,,,devil fruit horo horo no mi,Does your character use Horo Horo no Mi?,devil fruit,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Perona,Female,Thriller Bark Pirates,pirate officer,Horo Horo no Mi,,ghost creation,Thriller Bark;Egghead,,,,,devil fruit user,Does your character use a Devil Fruit?,devil fruit,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Perona,Female,Thriller Bark Pirates,pirate officer,Horo Horo no Mi,,ghost creation,Thriller Bark;Egghead,,,,,has devil fruit,Does your character have a Devil Fruit power?,devil fruit,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Perona,Female,Thriller Bark Pirates,pirate officer,Horo Horo no Mi,,ghost creation,Thriller Bark;Egghead,,,,,fighting style ghost creation,Does your character use ghost creation?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Perona,Female,Thriller Bark Pirates,pirate officer,Horo Horo no Mi,,ghost creation,Thriller Bark;Egghead,,,,,gender female,Is your character female?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Perona,Female,Thriller Bark Pirates,pirate officer,Horo Horo no Mi,,ghost creation,Thriller Bark;Egghead,,,,,role pirate officer,Is your character a pirate officer?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Perona,Female,Thriller Bark Pirates,pirate officer,Horo Horo no Mi,,ghost creation,Thriller Bark;Egghead,,,,,signature perona,Is your character the woman who creates negative ghosts with the Horo Horo no Mi?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pierre,Male,Skypiea,mount,Uma Uma no Mi,,horse-bird transformation,Skypiea,,,,,affiliation skypiea,Is your character affiliated with Skypiea?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pierre,Male,Skypiea,mount,Uma Uma no Mi,,horse-bird transformation,Skypiea,,,,,arc skypiea,Is your character shown during the Skypiea arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pierre,Male,Skypiea,mount,Uma Uma no Mi,,horse-bird transformation,Skypiea,,,,,devil fruit uma uma no mi,Does your character use Uma Uma no Mi?,devil fruit,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pierre,Male,Skypiea,mount,Uma Uma no Mi,,horse-bird transformation,Skypiea,,,,,devil fruit user,Does your character use a Devil Fruit?,devil fruit,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pierre,Male,Skypiea,mount,Uma Uma no Mi,,horse-bird transformation,Skypiea,,,,,has devil fruit,Does your character have a Devil Fruit power?,devil fruit,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pierre,Male,Skypiea,mount,Uma Uma no Mi,,horse-bird transformation,Skypiea,,,,,fighting style horse-bird transformation,Does your character use horse-bird transformation?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pierre,Male,Skypiea,mount,Uma Uma no Mi,,horse-bird transformation,Skypiea,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pierre,Male,Skypiea,mount,Uma Uma no Mi,,horse-bird transformation,Skypiea,,,,,role mount,Is your character a mount?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pierre,Male,Skypiea,mount,Uma Uma no Mi,,horse-bird transformation,Skypiea,,,,,signature pierre,Is your character a bird that ate the Horse-Horse Fruit and serves as a knight’s mount?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Pierre,Male,Skypiea,mount,Uma Uma no Mi,,horse-bird transformation,Skypiea,,,,,species bird,Is your character a bird?,species,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Portgas D. Ace,Male,Whitebeard Pirates,Pirate Commander,Mera Mera no Mi,"Armament, Conqueror's",Fire Fist,"Alabasta, Marineford",,,,,affiliation whitebeard pirates,Is your character affiliated with Whitebeard Pirates?,affiliation,easy,User-provided One Piece table dated 2025-11-02
One Piece,Portgas D. Ace,Male,Whitebeard Pirates,Pirate Commander,Mera Mera no Mi,"Armament, Conqueror's",Fire Fist,"Alabasta, Marineford",,,,,arc alabasta,Is your character shown during the Alabasta arc?,arc appearance,medium,User-provided One Piece table dated 2025-11-02
One Piece,Portgas D. Ace,Male,Whitebeard Pirates,Pirate Commander,Mera Mera no Mi,"Armament, Conqueror's",Fire Fist,"Alabasta, Marineford",,,,,arc marineford,Is your character shown during the Marineford arc?,arc appearance,medium,User-provided One Piece table dated 2025-11-02
One Piece,Portgas D. Ace,Male,Whitebeard Pirates,Pirate Commander,Mera Mera no Mi,"Armament, Conqueror's",Fire Fist,"Alabasta, Marineford",,,,,devil fruit mera mera no mi,Does your character use Mera Mera no Mi?,devil fruit,medium,User-provided One Piece table dated 2025-11-02
One Piece,Portgas D. Ace,Male,Whitebeard Pirates,Pirate Commander,Mera Mera no Mi,"Armament, Conqueror's",Fire Fist,"Alabasta, Marineford",,,,,devil fruit user,Does your character use a Devil Fruit?,devil fruit,easy,User-provided One Piece table dated 2025-11-02
One Piece,Portgas D. Ace,Male,Whitebeard Pirates,Pirate Commander,Mera Mera no Mi,"Armament, Conqueror's",Fire Fist,"Alabasta, Marineford",,,,,has devil fruit,Does your character have a Devil Fruit power?,devil fruit,easy,User-provided One Piece table dated 2025-11-02
One Piece,Portgas D. Ace,Male,Whitebeard Pirates,Pirate Commander,Mera Mera no Mi,"Armament, Conqueror's",Fire Fist,"Alabasta, Marineford",,,,,fighting style fire fist,Does your character fight using Fire Fist attacks?,fighting style,medium,User-provided One Piece table dated 2025-11-02
One Piece,Portgas D. Ace,Male,Whitebeard Pirates,Pirate Commander,Mera Mera no Mi,"Armament, Conqueror's",Fire Fist,"Alabasta, Marineford",,,,,gender male,Is your character male?,gender,easy,User-provided One Piece table dated 2025-11-02
One Piece,Portgas D. Ace,Male,Whitebeard Pirates,Pirate Commander,Mera Mera no Mi,"Armament, Conqueror's",Fire Fist,"Alabasta, Marineford",,,,,armament haki,Does your character use Armament Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Portgas D. Ace,Male,Whitebeard Pirates,Pirate Commander,Mera Mera no Mi,"Armament, Conqueror's",Fire Fist,"Alabasta, Marineford",,,,,conquerors haki,Does your character use Conqueror's Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Portgas D. Ace,Male,Whitebeard Pirates,Pirate Commander,Mera Mera no Mi,"Armament, Conqueror's",Fire Fist,"Alabasta, Marineford",,,,,uses haki,Does your character use Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
